XCoord,YCoord,FID,LEFT_FID,RIGHT_FID,LENGTH,ELEVATION
737507.66743197,3281888.30663282,154,-1,1,0.976409,2.700000
737507.39174367,3281888.41901565,155,-1,1,0.976409,2.700000
737507.11605538,3281888.53139847,156,-1,1,0.976409,2.700000
737506.85307028,3281888.50177879,157,-1,1,0.995291,2.700000
737506.60278839,3281888.33015660,158,-1,1,0.995291,2.700000
737506.35250649,3281888.15853442,159,-1,1,0.995291,2.700000
737506.10222460,3281887.98691223,160,-1,1,0.995291,2.700000
737505.85194270,3281887.81529004,161,-1,1,0.995291,2.700000
737505.60166081,3281887.64366786,162,-1,1,0.995291,2.700000
737505.35137892,3281887.47204567,163,-1,1,0.995291,2.700000
737505.10109703,3281887.30042349,164,-1,1,0.995291,2.700000
737504.85081513,3281887.12880131,165,-1,1,0.995291,2.700000
737504.60053324,3281886.95717912,166,-1,1,0.995291,2.700000
737504.35025135,3281886.78555694,167,-1,1,0.995291,2.700000
737504.09996946,3281886.61393476,168,-1,1,0.995291,2.700000
737503.84968757,3281886.44231258,169,-1,1,0.995291,2.600000
737503.59940568,3281886.27069040,170,-1,1,0.995291,2.600000
737503.34912379,3281886.09906822,171,-1,1,0.995291,2.600000
737503.09884190,3281885.92744604,172,-1,1,0.995291,2.600000
737502.84856001,3281885.75582386,173,-1,1,0.995291,2.600000
737502.59827812,3281885.58420168,174,-1,1,0.995291,2.600000
737502.34799623,3281885.41257950,175,-1,1,0.995291,2.600000
737502.09771434,3281885.24095732,176,-1,1,0.995291,2.600000
737501.84743245,3281885.06933514,177,-1,1,0.995291,2.600000
737501.59715056,3281884.89771297,178,-1,1,0.995291,2.600000
737501.34686867,3281884.72609079,179,-1,1,0.995291,2.600000
737501.09658678,3281884.55446861,180,-1,1,0.995291,2.600000
737500.84630490,3281884.38284644,181,-1,1,0.995291,2.600000
737500.59602301,3281884.21122426,182,-1,1,0.995291,2.500000
737500.34574112,3281884.03960209,183,-1,1,0.995291,2.500000
737500.09545923,3281883.86797991,184,-1,1,0.995291,2.500000
737499.84517735,3281883.69635774,185,-1,1,0.995291,2.500000
737499.59489546,3281883.52473557,186,-1,1,0.995291,2.500000
737499.34461358,3281883.35311339,187,-1,1,0.995291,2.500000
737499.09433169,3281883.18149122,188,-1,1,0.995291,2.600000
737498.84404980,3281883.00986905,189,-1,1,0.995291,2.600000
737498.59376792,3281882.83824688,190,-1,1,0.995291,2.600000
737498.34348603,3281882.66662470,191,-1,1,0.995291,2.600000
737498.09320415,3281882.49500253,192,-1,1,0.995291,2.600000
737497.84292226,3281882.32338036,193,-1,1,0.995291,2.600000
737497.59264038,3281882.15175819,194,-1,1,0.995291,2.600000
737497.34235850,3281881.98013602,195,-1,1,0.995291,2.600000
737497.09207661,3281881.80851385,196,-1,1,0.995291,2.600000
737496.84179473,3281881.63689169,197,-1,1,0.995291,2.600000
737496.59151285,3281881.46526952,198,-1,1,0.995291,2.600000
737496.34123096,3281881.29364735,199,-1,1,0.995291,2.600000
737496.09094908,3281881.12202519,200,-1,1,0.995291,2.700000
737495.84066720,3281880.95040302,201,-1,1,0.995291,2.700000
737495.59038532,3281880.77878085,202,-1,1,0.995291,2.700000
