"NormalizedLength","Elevation"
2.6770275126303995e-5,0.8
5.354055025260799e-5,0.8
8.031082537891198e-5,0.8
0.00010708110050521598,0.8
0.00013396114903516947,0.8
0.00016084119756512295,0.8
0.00018772124609507643,0.8
0.00021460129462502994,0.8
0.00024137156975133394,0.9
0.00026814184487763796,0.9
0.00029502189340759147,0.9
0.0003219019419375449,0.9
0.00034878199046749843,0.9
0.00037566203899745194,0.9
0.0004025420875274054,0.9
0.0004294221360573589,0.9
0.00045630218458731235,0.9
0.00048318223311726575,0.9
0.0005100622816472193,0.9
0.0005368325567735232,1.0
0.0005636028318998272,1.0
0.0005904828804297807,1.0
0.0006173629289597341,1.0
0.0006442429774896876,1.0
0.000671123026019641,1.0
0.0006980030745495945,1.0
0.0007248831230795479,1.0
0.0007517631716095014,1.0
0.0007785334467358053,1.1
0.0008053037218621093,1.1
0.0008320739969884134,1.1
0.0008589540455183668,1.1
0.0008858340940483203,1.1
0.0009127141425782737,1.1
0.0009395941911082271,1.1
0.0009664742396381805,1.1
0.000993354288168134,1.1
0.001020124563294438,1.2
0.0010470046118243915,1.2
0.001073884660354345,1.2
0.0011007647088842984,1.2
0.0011276447574142519,1.2
0.0011544150325405558,1.3
0.0011811853076668598,1.3
0.0012080653561968133,1.3
0.0012349454047267667,1.3
0.0012618254532567202,1.3
0.0012872515158896599,1.4
0.0013126775785225996,1.4
0.0013394478536489036,1.4
0.0013663193379142937,1.4
0.001393199386444247,1.4
0.0014200794349742004,1.4
0.0014469594835041539,1.4
0.0014738395320341073,1.4
0.001499265594667047,1.5
0.001524691657299987,1.5
0.0015501177199329266,1.5
0.0015755437825658663,1.5
0.001600969845198806,1.5
0.00162774012032511,1.5
0.0016545103954514141,1.5
0.001681280670577718,1.5
0.001708050945704022,1.5
0.001734821220830326,1.5
0.0017615914959566298,1.5
0.0017883617710829334,1.5
0.0018152332553483235,1.5
0.0018421047396137136,1.5
0.0018689762238791035,1.5
0.0018958477081444935,1.5
0.0019227191924098836,1.5
0.0019495906766752735,1.5
0.0019764621609406636,1.5
0.0020033336452060535,1.5
0.0020302051294714438,1.5
0.0020570766137368336,1.5
0.0020839480980022235,1.5
0.0021108195822676142,1.5
0.002137691066533004,1.5
0.002164562550798394,1.5
0.0021914340350637843,1.5
0.002218305519329174,1.5
0.002245177003594564,1.5
0.0022720484878599543,1.5
0.0022989199721253446,1.5
0.0023257914563907345,1.5
0.0023526629406561243,1.5
0.0023795344249215146,1.5
0.0024064059091869045,1.5
0.0024332773934522944,1.5
0.0024601488777176847,1.5
0.0024870203619830745,1.5
0.0025138918462484644,1.5
0.0025407633305138547,1.5
0.0025676348147792446,1.5
0.0025945062990446344,1.5
0.0026213777833100247,1.5
0.002648257831839978,1.5
0.0026751378803699316,1.5
0.0027020179288998847,1.5
0.0027288979774298385,1.5
0.002755778025959792,1.5
0.0027826580744897455,1.5
0.0028095381230196985,1.5
0.002836418171549652,1.5
0.002863298220079606,1.5
0.0028887242827125453,1.6
0.002914150345345485,1.6
0.002940920620471789,1.6
