"NormalizedLength","Elevation"
2.911943690132349e-5,1.9
5.823887380264698e-5,1.9
8.735831070397047e-5,1.9
0.00011647862759915628,1.9
0.0001455989444943421,1.9
0.00017471926138952793,1.9
0.00020383957828471375,1.9
0.00023295989517989956,1.9
0.0002620802120750854,1.9
0.0002912005289702712,1.9
0.0003203304377985564,1.9
0.00034946034662684155,1.9
0.0003785902554551267,1.9
0.0004077096923564502,2.0
0.0004368291292577737,2.0
0.0004659485661590972,2.0
0.0004950680030604206,2.0
0.0005241883199556065,2.0
0.0005533086368507922,2.0
0.0005824289537459781,2.0
0.0006115492706411639,2.0
0.0006406695875363496,2.0
0.0006697899044315355,2.0
0.0006989102213267212,2.0
0.000728030538221907,2.0
0.0007571508551170929,2.0
0.0007862711720122786,2.0
0.0008153914889074644,2.0
0.0008445118058026502,2.0
0.000873632122697836,2.0
0.0009027524395930218,2.0
0.0009318727564882076,2.0
0.0009609930733833935,2.0
0.0009901133902785794,2.0
0.001019233707173765,2.0
0.0010483540240689509,2.0
0.0010774743409641366,2.0
0.0011065946578593224,2.0
0.0011357149747545084,2.0
0.0011648352916496941,2.0
0.0011939556085448799,2.0
0.0012230846373793027,2.0
0.0012522145462075878,2.0
0.001281344455035873,2.0
0.001310474363864158,2.0
0.0013396042726924432,2.0
0.0013687341815207285,2.0
0.0013978640903490136,2.0
0.0014269939991772987,2.0
0.001456113436078622,2.1
0.0014852328729799455,2.1
0.001514352309881269,2.1
0.0015434717467825922,2.1
0.0015725911836839157,2.1
0.001601710620585239,2.1
0.0016308300574865624,2.1
0.0016599494943878859,2.1
0.0016890698112830716,2.1
0.0017181901281782574,2.1
0.0017473104450734431,2.1
0.001776430761968629,2.1
0.0018055510788638149,2.1
0.0018346713957590006,2.1
0.0018637917126541864,2.1
0.0018929120295493721,2.1
0.0019220323464445579,2.1
0.0019511526633397439,2.1
0.0019802729802349296,2.1
0.002009393297130115,2.1
0.002038513614025301,2.1
0.002067633930920487,2.1
0.0020967542478156726,2.1
0.0021258745647108586,2.1
0.002154994881606044,2.1
0.00218411519850123,2.1
0.0022132355153964165,2.1
0.0022423558322916017,2.1
0.002271476149186788,2.1
0.002300596466081973,2.1
0.0023297167829771596,2.1
0.002358837099872345,2.1
0.002387957416767531,2.1
0.0024170777336627166,2.1
0.0024461980505579026,2.1
0.002475318367453088,2.1
0.002504438684348274,2.1
0.0025335590012434597,2.1
0.002562679318138646,2.1
0.002591799635033831,2.1
0.0026209199519290176,2.1
0.0026500498607573025,2.1
0.002679179769585588,2.1
0.0027083096784138727,2.1
0.002737439587242158,2.1
0.0027665694960704434,2.1
0.0027956994048987287,2.1
0.0028248293137270136,2.1
0.0028539592225552994,2.1
0.002883089131383584,2.1
0.0029122190402118696,2.1
0.002941348949040154,2.1
0.0029705471160590274,2.1
0.0029997452830779004,2.1
0.0030289434500967733,2.1
0.00305814199844632,2.1
0.003087340546795867,2.1
0.0031165483057478387,2.1
0.0031457560646998115,2.1
0.0031749638236517838,2.1
0.003204171582603756,2.1
0.003233379341555728,2.1
0.0032625871005077006,2.1
0.003291794859459673,2.1
0.003321002618411645,2.1
0.003350210377363617,2.1
0.0033794185469793923,2.1
0.0034085379838807153,2.2
0.0034376583007759013,2.2
0.003466778617671087,2.2
0.0034958989345662728,2.2
0.0035250192514614588,2.2
0.0035541491602897437,2.2
0.0035833473273086166,2.2
0.0036125454943274895,2.2
0.003641743661346363,2.2
0.0036709418283652354,2.2
0.0037001399953841083,2.2
0.0037293381624029813,2.2
0.0037585363294218546,2.2
0.0037877440883738265,2.2
0.0038169518473257997,2.2
0.0038461596062777715,2.2
0.003875367365229744,2.2
0.0039045751241817157,2.2
0.003933782883133689,2.2
0.003962991052749463,2.2
0.003992199222365238,2.2
0.004021407391981012,2.2
0.004050615561596788,2.2
0.004079734998498111,2.3
0.004108855315393296,2.3
0.004137985224221582,2.3
0.004167183391240455,2.3
0.004196381558259328,2.3
0.004225579725278201,2.3
0.004254777892297074,2.3
0.004283976059315946,2.3
0.00431317422633482,2.3
0.004342372774684367,2.3
0.00437158053363634,2.3
0.004400788292588311,2.3
0.004429996051540284,2.3
0.004459203810492257,2.3
0.004488411569444228,2.3
0.0045176193283962005,2.3
0.004546827087348174,2.3
0.004576034846300146,2.3
0.004605242605252118,2.3
0.004634450774867893,2.3
0.004663658944483668,2.3
0.0046928671140994424,2.3
0.004721987430994628,2.4
0.004751107747889814,2.4
0.004780306296239361,2.4
0.004809514055191333,2.4
0.004838721814143306,2.4
0.004867929573095278,2.4
0.004896992749055671,2.5
0.004926113065950856,2.5
0.004955242974779141,2.5
0.004984441141798014,2.5
0.005013648900749987,2.5
0.005042493456901848,2.6
0.005071338013053709,2.6
0.00510018256920557,2.6
0.005129027125357432,2.6
0.0051578719161743235,2.6
0.005186716706991215,2.6
0.005215570884409304,2.6
0.0052444250618273935,2.6
0.005273279473910512,2.6
0.005302133885993631,2.6
0.005331197061954025,2.6
0.005360260824576991,2.6
0.005389324587199959,2.6
0.005418477845198724,2.6
0.0054476376444851995,2.6
0.005476797443771675,2.6
0.0055059572430581506,2.6
0.005535117042344626,2.6
0.0055642768416311016,2.6
0.005593436640917576,2.6
0.005622644810533351,2.6
0.005651489366685213,2.7
0.005680333922837073,2.7
0.005709178478988936,2.7
0.005738023035140797,2.7
0.005766867591292657,2.7
0.00579571214744452,2.7
0.0058245567035963815,2.7
0.005853401259748242,2.7
0.005882245815900104,2.7
0.0059110903720519655,2.7
0.005939934928203827,2.7
0.005968779719020718,2.7
0.00599762450983761,2.7
0.006026469300654501,2.7
0.006055314091471392,2.7
0.006084168268889482,2.7
0.006113022446307571,2.7
0.006141876623725661,2.7
0.00617073080114375,2.7
0.006199584978561839,2.7
0.006228439155979929,2.7
0.006257293568063049,2.7
0.006286147980146168,2.7
0.0063150023922292865,2.7
0.006343856804312406,2.7
0.006372712184388774,2.7
0.0064017753603491665,2.7
0.006430838536309559,2.7
0.0064599022989325254,2.7
0.006489055556931291,2.7
0.006518208814930057,2.7
0.006547368614216532,2.7
0.006576528413503008,2.7
0.006605688212789483,2.7
0.006634848012075959,2.7
0.006664007811362434,2.7
0.00669316761064891,2.7
0.006722327409935385,2.7
0.006751487209221861,2.7
0.006780647008508337,2.7
0.006809806807794812,2.7
0.006838966607081288,2.7
0.006868126406367763,2.7
0.006897286205654239,2.7
0.006926446004940714,2.7
0.0069556128441780884,2.7
0.006984811011196961,2.7
0.007014018770148933,2.7
0.007043331453702424,2.7
0.007072650414545466,2.7
0.007101969375388506,2.7
0.007131291240211294,2.7
0.007160613105034082,2.7
0.0071899349698568695,2.7
0.007219256834679656,2.7
0.007248578699502444,2.7
0.007277900564325232,2.7
0.007307222429148019,2.7
0.007336544293970806,2.7
0.007365866158793594,2.7
0.007394710714945456,2.8
0.007423555271097317,2.8
0.007452399827249179,2.8
0.00748124461806607,2.8
0.007510098795484159,2.8
0.007538953207567278,2.8
0.007567914069574611,2.8
0.0075968749315819435,2.8
0.007625837700242643,2.8
0.007654807978184303,2.8
0.0076838711541446945,2.8
0.0077129343301050885,2.8
0.007741998092728055,2.8
0.007771151350726821,2.8
0.007800304608725586,2.8
0.00782946440801206,2.8
0.007858624207298536,2.8
0.00788778400658501,2.8
0.007916943805871487,2.8
0.007946103605157961,2.8
0.007975263404444438,2.8
0.008004423203730912,2.8
0.008033583003017389,2.8
0.008062742802303865,2.8
0.00809190260159034,2.8
0.008121062400876816,2.8
0.00815022220016329,2.8
0.008179381999449767,2.8
0.008208541798736242,2.8
0.008237708637973616,2.8
0.00826690680499249,2.8
0.00829611456394446,2.8
0.008325331034835673,2.8
0.008354554809675938,2.8
0.008383784832472627,2.8
0.008413097516026117,2.8
0.008442410199579609,2.8
0.00847172916042265,2.8
0.00850104812126569,2.8
0.00853036998608848,2.8
0.008559691850911266,2.8
0.008589013715734053,2.8
0.008618335580556842,2.8
0.008647657445379629,2.8
0.008676979310202417,2.8
0.008706301175025204,2.8
0.008735623039847991,2.8
0.008764583901855322,2.9
0.008793544763862656,2.9
0.008822507532523357,2.9
0.008851477810465015,2.9
0.008880540986425408,2.9
0.008909604749048375,2.9
0.008938668511671341,2.9
0.008967821769670106,2.9
0.008996975027668871,2.9
0.009026134826955348,2.9
0.009055294626241822,2.9
0.009084454425528299,2.9
0.009113614224814773,2.9
0.00914277402410125,2.9
0.009171933823387724,2.9
0.0092010936226742,2.9
0.009230253421960675,2.9
0.009259413221247152,2.9
0.009288573020533627,2.9
0.009317732819820103,2.9
0.009346892619106578,2.9
0.009376052418393054,2.9
0.009405212217679529,2.9
0.009434379056916903,2.9
0.009463560856049937,2.9
0.009492743593843089,2.9
0.009521934984909223,2.9
0.009551126375975357,2.9
0.00958033454559113,2.9
0.009609547173842476,2.9
0.009638763204736753,2.9
0.009667979675627963,2.9
0.009697196146519172,2.9
0.009726412617410382,2.9
0.00975562908830159,2.9
0.0097848455591928,2.9
0.00981406716338154,2.9
0.009843288767570279,2.9
0.009872510371759019,2.9
0.009901731975947759,2.9
0.009930953580136497,2.9
0.009960177354976766,2.9
0.00998940112981703,2.9
0.010018624904657299,2.9
0.010047848679497564,2.9
0.01007707245433783,2.9
0.010106296229178099,2.9
0.010135520004018364,2.9
0.010164743778858632,2.9
0.010193967553698897,2.9
0.010223191328539164,2.9
0.010252415103379433,2.9
0.010281638878219698,2.9
0.010310862653059966,2.9
0.010340086427900231,2.9
0.0103693102027405,2.9
0.010398533977580764,2.9
0.010427757752421033,2.9
0.0104569815272613,2.9
0.010486205302101564,2.9
0.010515429076941833,2.9
0.010544652851782098,2.9
0.010573876626622366,2.9
0.010603100401462633,2.9
0.0106323241763029,2.9
0.010661547951143166,2.9
0.010690777973939854,2.9
0.010720007996736544,2.9
0.010749238019533234,2.9
0.010778468042329922,2.9
0.010807698065126612,2.9
0.010837019929949399,2.9
0.010866341794772185,2.9
0.010895663659594974,2.9
0.01092498552441776,2.9
0.01095430738924055,2.9
0.010983629254063336,2.9
0.011012951118886123,2.9
0.011042272983708912,2.9
0.011071594848531699,2.9
0.011100916713354485,2.9
0.011129877575361819,3.0
0.01115883843736915,3.0
0.011187799299376484,3.0
0.011216762068037185,3.0
0.011245825243997577,3.0
0.011274898598553643,3.0
0.011304051856552408,3.0
0.011333205114551173,3.0
0.011362364913837648,3.0
0.011391524713124124,3.0
0.011420684512410599,3.0
0.011449844311697075,3.0
0.01147900411098355,3.0
0.011508163910270026,3.0
0.0115373237095565,3.0
0.011566483508842977,3.0
0.011595643308129452,3.0
